show_id,title,tags
s1169,DOTA: Dragon's Blood,TV Show YuriLowenthal LaraPulver KariWahlgren AlixWiltonRegan TroyBaker UnitedStates 2021 TV-MA AnimeSeries A conflicted yet courageous Dragon Knight must use the power of the dragon within to stop a deadly demon in this epic fantasy based on the online game. 
s1170,Pui Pui Molcar,TV Show Japan 2021 TV-Y7 Kids'TV They’re guinea pigs! And they’re cars! The fuzzy and adorable molcars have lots of fun adventures in this delightful stop-motion animation. 
s1171,Secret Magic Control Agency,"Movie AlekseyTsitsilin NicholasCorda SylvanaJoyce AlysonLeighRosenfeld CourtneyShaw EricaSchroeder Russia UnitedStates 2021 TV-Y7 Children&FamilyMovies Comedies Hansel and Gretel of fairy tale fame — now acting as secret agents — must use magic, clever thinking and teamwork on a mission to find a missing king. "
s1172,Seaspiracy,"Movie AliTabrizi UnitedStates 2021 TV-14 Documentaries Passionate about ocean life, a filmmaker sets out to document the harm that humans do to marine species — and uncovers alarming global corruption. "
s1173,Loyiso Gola: Unlearning,"Movie KagisoLediga LoyisoGola SouthAfrica 2021 TV-MA Stand-UpComedy South African comedian Loyiso Gola serves up filter-free humor as he riffs about race, identity, politics, and a school prank gone embarrassingly wrong! "
s1174,Men on a Mission,"TV Show Jung-ahIm Ho-dongKang Soo-geunLee Sang-minLee Young-chulKim Jang-hoonSeo SouthKorea 2021 TV-14 InternationalTVShows KoreanTVShows Stand-UpComedy&TalkShows Male celebs play make-believe as high schoolers, welcoming star transfer students every week and engaging in battles of witty humor and slapstick. "
s1175,Navillera,TV Show ParkIn-hwan SongKang NaMoon-hee HongSeung-hee ChoSeong-ha SouthKorea 2021 TV-14 InternationalTVShows TVDramas A 70-year-old with a dream and a 23-year-old with a gift lift each other out of harsh realities and rise to the challenge of becoming ballerinos. 
s1176,Philomena,Movie StephenFrears JudiDench SteveCoogan SophieKennedyClark MareWinningham BarbaraJefford UnitedKingdom UnitedStates France 2013 PG-13 Dramas IndependentMovies InternationalMovies A kind-hearted Irishwoman teams with an acerbic journalist to find the son she was forced to give up for adoption 50 years ago. 
s1177,Any Crybabies Around?,Movie TakumaSato TaigaNakano RihoYoshioka Kanichiro TakashiYamanaka KimikoYo Japan 2020 TV-MA Dramas InternationalMovies An immature young father in Akita becomes an outcast in his community after a media incident. Two years later he returns to ineptly try to make amends. 
s1178,Hospital,"Movie BrodyChu LinPo-Hung TaiBo JacquelineZhu LeiHong HsuLichi Taiwan 2020 TV-MA HorrorMovies InternationalMovies In an abandoned hospital in Tainan, visitors seeking to communicate with their relatives' spirits are haunted by disturbing, supernatural occurrences. "
s1179,Jiu Jitsu,"Movie DimitriLogothetis AlainMoussi NicolasCage TonyJaa RickYune FrankGrillo UnitedStates 2020 R Action&Adventure After the defeat of a celebrated war hero, an ancient order of fighters battles powerful space invaders as the fate of humanity hangs in the balance. "
s1180,Mighty Morphin Power Rangers,"TV Show AustinSt.John ThuyTrang WalterJones AmyJoJohnson DavidYost UnitedStates Japan 2010 TV-Y7 Kids'TV Five average teens are chosen by an intergalactic wizard to become the Power Rangers, who must use their new powers to fight the evil Rita Repulsa. "
s1181,Alien TV,"TV Show RobTinkler JulieLemieux JohnCleland KyleDooley RupertDegas 2021 TV-Y7 Kids'TV TVComedies Alien reporters Ixbee, Pixbee and Squee travel to a lovely but odd planet called Earth, where they attempt to make sense of humans and their hobbies. "
s1182,Country Comfort,"TV Show KatharineMcPhee EddieCibrian RicardoHurtado JamieMartinMann GriffinMcIntyre UnitedStates 2021 TV-PG TVComedies After hitting the skids in her career, an aspiring country singer finds new life as a nanny for a handsome widower and his five charming children. "
s1183,Formula 1: Drive to Survive,"TV Show UnitedKingdom 2021 TV-MA Docuseries Drivers, managers and team owners live life in the fast lane – both on and off the track – during one cutthroat season of Formula 1 racing. "
s1184,Reframe THEATER EXPERIENCE with you,"Movie TaketoshiSado Perfume 2020 TV-G InternationalMovies Music&Musicals Perfume's Reframe 2019 concert, performed to great effect in the newly reconstructed Line Cube Shibuya, is recreated as a high-tech concert film. "
s1185,The Yin Yang Master,"Movie LiWeiran ChenKun ZhouXun QuChuxiao ShenYue WilliamChanWai-ting China 2021 TV-14 Action&Adventure InternationalMovies A feud erupts between realms, and Yin Yang master Qing Ming teams up with disgraced guard Yuan Boya to vanquish a demonic threat as a conspiracy looms. "
s1186,Who's the Boss,"Movie ChinazaOnuzo FunkeAkindele BlossomChukwujekwu SharonOoja IniDima-Okojie SegunArinze Nigeria 2020 TV-MA Comedies InternationalMovies RomanticMovies A young, overworked ad executive with an overbearing boss starts her own side hustle and invents an employer once her business begins to flourish. "
s1187,B: The Beginning,"TV Show HiroakiHirata YukiKaji AsamiSeto HirokiTouchi MinoruInaba Japan 2021 TV-MA AnimeSeries CrimeTVShows InternationalTVShows Genius investigator Keith Flick rejoins the royal police force just as serial killer ""B"" emerges. Mysterious youth Koku may be an ally, or a target. "
s1188,Deadly Illusions,"Movie AnnaElizabethJames KristinDavis DermotMulroney GreerGrammer ShanolaHampton MarieWagenman UnitedStates 2021 R Thrillers After a bestselling novelist suffering from writer's block hires a new nanny for her children, the line between fiction and reality starts to blur. "
s1189,Get the Goat,"Movie VitorBrandt MatheusNachtergaele EdmilsonFilho LetíciaLima LeandroRamos EvelynCastro Brazil 2021 TV-14 Action&Adventure Comedies InternationalMovies Two hapless cops find themselves in over their heads as they cross paths with dangerous criminals while searching for Celestina, a beloved goat mascot. "
s1190,Nate Bargatze: The Greatest Average American,"Movie TroyMiller NateBargatze UnitedStates 2021 TV-G Stand-UpComedy Nate Bargatze touches on Zoom comedy shows, losing his phone, hotel breakfast fails, animal caddies, new math and much more in this special. "
s1191,Skylines,"Movie LiamO'Donnell LindseyMorgan JonathanHoward DanielBernhardt RhonaMitra JamesCosmo UnitedKingdom UnitedStates 2020 R Action&Adventure When a mysterious alien virus begins to endanger humanity, an elite team of soldiers launches into space to end the threat for good. "
s1192,The Fluffy Movie,"Movie MannyRodriguez JayLavender GabrielIglesias UnitedStates 2014 PG-13 Stand-UpComedy Comedian Gabriel Iglesias takes the stage in San Jose, California, for a stand-up performance featuring wild stories and even wilder impersonations. "
s1193,The Present,"Movie FarahNabulsi SalehBakri MaryamKanj MaryamKamielBasha AmeerKhlawe Ala'Hanani UnitedKingdom  2020 TV-MA Dramas InternationalMovies Yusuf and his daughter set out to buy his wife an anniversary gift, a gesture demanding much patience and negotiation skills in the West Bank. "
s1194,Wave of Cinema: 90's Generation,"Movie AdrianoRudiman PADIReborn DulJaelani EfekRumahKaca JevinJulian Gamaliel 2020 TV-PG Documentaries InternationalMovies Music&Musicals Walk down memory lane and experience the soundtrack to beloved film ""Generasi 90an: Melankolia"" through nostalgic performances. "
s1195,Catch.er,"Movie WalterTaylaur OCUkeje BlossomChukwujekwu AlexxEkubo BeverlyNaya TopeTedela Nigeria 2017 TV-14 Dramas InternationalMovies Thrillers A man becomes the prime suspect in his wife's murder, but the police investigation soon widens to other potential culprits with hidden motives. "
s1196,Operation Varsity Blues: The College Admissions Scandal,Movie ChrisSmith MatthewModine UnitedStates 2021 R Documentaries Reenactments drive this documentary investigating the mastermind behind a scam to get the kids of rich and famous families into top US universities. 
s1197,Under Suspicion: Uncovering the Wesphael Case,"TV Show AlainBrunard Belgium 2021 TV-14 CrimeTVShows Docuseries InternationalTVShows This docuseries follows the high-profile case of Belgian politician Bernard Wesphael, who was accused of murdering his wife in 2013. "
s1198,Get on Up,Movie TateTaylor ChadwickBoseman NelsanEllis DanAykroyd ViolaDavis LennieJames UnitedKingdom UnitedStates 2014 PG-13 Dramas Music&Musicals Music legend James Brown makes a turbulent journey from humble origins to superstardom as the Godfather of Soul in this biopic starring Chadwick Boseman. 
s1199,RebellComedy: Straight Outta the Zoo,"Movie LadislausKiraly KhalidBounouar AlainFrei BabakGhassim BenaissaLamroubal SalimSamatou Germany 2021 TV-MA Stand-UpComedy The comics of RebellComedy take the stage and tackle mistaken identities, geriatric influencers, our flawed perceptions of animals and more. "
s1200,Savages,"Movie OliverStone TaylorKitsch AaronTaylor-Johnson BlakeLively JohnTravolta BenicioDelToro UnitedStates 2012 R Dramas Thrillers With the help of a shady DEA agent, two weed entrepreneurs take on a merciless cartel leader who wants in on their business and kidnaps their lover. "
s1201,Waffles + Mochi,TV Show MichelleZamora RussWalko MichelleObama JonathanKidder DionaEliseBurnett UnitedStates 2021 TV-Y Kids'TV Curious puppet pals Waffles and Mochi travel the world exploring the wonders of food and culture while learning how to cook with fresh ingredients. 
s1202,Abla Fahita: Drama Queen,"TV Show BassemSamra DoniaMaher ZeinaMansour OsamaAbdallah MohamedElSwisi Egypt 2021 TV-14 CrimeTVShows InternationalTVShows TVComedies Falsely incriminated, Abla Fahita is separated from her kids, but the self-indulgent diva will stop at nothing to redeem herself and reunite her family. "
s1203,C/O Kaadhal,"Movie HemambarJasti Deepann Vetri MumtazSorcar Ayra KarthikRathnam India 2021 TV-14 Dramas InternationalMovies RomanticMovies Cutting across conventions and expectations, four brave love stories blossom in this Tamil remake of the 2018 Telugu film ""Care of Kancharapalem.” "
s1204,The BFG,Movie StevenSpielberg MarkRylance RubyBarnhill PenelopeWilton JemaineClement RebeccaHall UnitedStates India UnitedKingdom 2016 PG Children&FamilyMovies Dramas A little orphan meets up with a kind giant who's supposed to eat her but instead protects her from some truly horrible giants who terrorize them both. 
s1205,The Last Blockbuster,"Movie TaylorMorden UnitedStates 2020 TV-14 Documentaries This nostalgic documentary reveals the real story of Blockbuster's demise, and how one last location in Oregon keeps the spirit of a bygone era alive. "
s1206,The Lost Pirate Kingdom,TV Show JamesOliverWheatley SamCallis ThomasPadley EvanMilton SamuelCollings UnitedStates UnitedKingdom 2021 TV-MA Docuseries Science&NatureTV TVAction&Adventure The real-life pirates of the Caribbean violently plunder the world's riches and form a surprisingly egalitarian republic in this documentary series. 
s1207,Zero Chill,"TV Show GraceBeedie DakotaBenjaminTaylor JadeMa JeremiasAmoore LeonardoFontes UnitedKingdom 2021 TV-G BritishTVShows Kids'TV TVDramas Talented teen figure skater Kayla is forced to leave everything behind when her family follows her twin brother, Mac, to a prestigious hockey academy. "
s1208,Audrey,"Movie HelenaCoan AudreyHepburn 2020 TV-14 Documentaries An intimate portrait of legendary Hollywood actress, fashion icon and humanitarian Audrey Hepburn, who stood for love above all else. "
s1209,Çarsi Pazar,Movie MuharremGülmez ErdemYener AyhanTaş EminOlcay MuharremGülmez ElifNurKerkük Turkey 2015 TV-MA Comedies InternationalMovies The slacker owner of a public bath house rallies his community to save it when a big developer comes to town to close it down and open a new mall. 
s1210,Just In Time,Movie DolapoAdeleke SarahHassan StycieWaweru MawuliGavor PierraMakena EveD'Souza Kenya 2020 TV-G Comedies Dramas InternationalMovies A meticulous clerk for a bookstore that has just been shuttered suddenly finds herself taking care of her cousin's witty 11-year-old daughter. 
s1211,Love Alarm,"TV Show KimSo-hyun JungGa-ram SongKang KoMin-si Z.Hera SouthKorea 2021 TV-MA InternationalTVShows KoreanTVShows RomanticTVShows In a world where an app alerts people if someone in the vicinity likes them, Kim Jojo experiences young love while coping with personal adversities. "
s1212,Mucize,"Movie MahsunKırmızıgül TalatBulut MertTurak MahsunKırmızıgül ErdemYener ErolDemiröz Turkey 2015 TV-14 Dramas InternationalMovies Sent away from his family to a remote mountain town, teacher Mahir helps the villagers build a school – and inspires a path to hope for them all. "
s1213,Paper Lives,"Movie CanUlkay ÇağatayUlusoy EmirAliDoğrul ErsinArıcı TurgayTanülkü SelenÖztürk Turkey 2021 TV-MA Dramas InternationalMovies In the streets of Istanbul, ailing waste warehouse worker Mehmet takes a small boy under his wing and must soon confront his own traumatic childhood. "
s1214,Paradise PD,"TV Show TomKenny DavidHerman SarahChalke KyleKinane DanaSnyder UnitedStates 2021 TV-MA TVComedies An eager young rookie joins the ragtag small-town police force led by his dad as they bumble, squabble and snort their way through a big drug case. "
s1215,Quiet,Movie LuisAlejandroPérez MaxSalgado RenéMiranda IgnaciaUribe JavierCastillo SteevensBenjamin 2020 TV-MA Dramas InternationalMovies Music&Musicals The lives of three Chilean teenage misfits converge as they try to find their place in an unequal society through hip-hop and lasting friendships. 
s1216,Romantik Komedi,"Movie Ketche SedefAvcı CemalHünal BegümKütük EnginAltanDüzyatan SinemKobal Turkey 2010 TV-MA Comedies InternationalMovies RomanticMovies Bored with her life and inspired by a friend's wedding, Esra quits her job and dumps her boyfriend, leading to a series of romantic misadventures. "
s1217,Romantik Komedi 2: Bekarlığa Veda,"Movie ErolÖzlevi SinemKobal EnginAltanDüzyatan SedefAvcı CemalHünal BurcuKara Turkey 2013 TV-MA Comedies InternationalMovies RomanticMovies Didem tries everything to get actor Cem to propose to her, but he's got other things on his mind: a beautiful new co-star and a secret bachelor party. "
s1218,The One,"TV Show HannahWare ZoëTapper DimitriLeonidas AmirEl-Masry LoisChimimba UnitedKingdom 2021 TV-MA BritishTVShows CrimeTVShows InternationalTVShows Love — and lies — spiral when a DNA researcher helps discover a way to find the perfect partner, and creates a bold new matchmaking service. "
s1219,YES DAY,Movie MiguelArteta JenniferGarner EdgarRamírez JennaOrtega JulianLerner EverlyCarganilla UnitedStates 2021 PG Children&FamilyMovies Comedies A mom and dad who usually say no decide to say yes to their kids' wildest requests — with a few ground rules — on a whirlwind day of fun and adventure. 
s1220,You're Everything To Me,"Movie TolgaÖrnek TolgaÇevik CengizBozkurt MelisBirkan TunaÇevik Turkey 2016 TV-PG Comedies Dramas IndependentMovies When an old fling shows up with their infant child, a dallying man-child must take on the role of father and create a fairytale world for his daughter. "
s1221,Coven of Sisters,"Movie PabloAgüero AlexBrendemühl AmaiaAberasturi DanielFanego GaraziUrkola YuneNogueiras Spain Argentina 2021 TV-MA Dramas IndependentMovies InternationalMovies Basque Country, 1609. To postpone their execution, a group of women accused of witchcraft lure their inquisitor into witnessing the witches' Sabbath. "
s1222,Generasi 90an: Melankolia,"Movie MohammadIrfanRamly AriIrham AghninyHaque TaskyaNamya MarcellaZalianty GunawanSudrajat Indonesia 2020 TV-14 Dramas InternationalMovies After the devastating loss of a loved one, Abby forms a bond with his sister's best friend as he struggles to move on. "
s1223,The Block Island Sound,"Movie KevinMcManus MatthewMcManus ChrisSheffield MichaelaMcManus NevilleArchambault RyanO'Flanagan MatildaLawler UnitedStates 2020 TV-MA HorrorMovies IndependentMovies On an island, a fisherman's family faces horrors and dark truths when an ominous force begins killing the wildlife and puts their own lives in danger. "
s1224,Dealer,TV Show AngeBasterga NicolasLopez AbdramaneDiakité MohamedBoudouh SébastienHoubani IdirAzougli JulienMeurice France 2021 TV-MA CrimeTVShows InternationalTVShows TVAction&Adventure Tensions erupt when two filmmakers infiltrate an area ruled by gangs to shoot a music video for a rapper in this gritty found-footage series. 
s1225,Last Chance U: Basketball,TV Show 2021 TV-MA Docuseries “Last Chance U” hits the hardwood in East Los Angeles as a coach with strong convictions leads young men who hope to fulfill major college potential. 
s1226,Marriage or Mortgage,TV Show 2021 TV-G RealityTV RomanticTVShows A wedding planner and a real estate agent compete to win the hearts and budgets of spouses-to-be. Will they pick fairy-tale nuptials or a dream home? 
s1227,The Houseboat,"TV Show OlliSchulz FynnKliemann Germany 2021 TV-14 Docuseries InternationalTVShows With plenty of passion and little know-how, two musicians undertake a daunting project: turn a late singer's houseboat into a creative musical space. "
s1228,Bombay Begums,"TV Show PoojaBhatt ShahanaGoswami AmrutaSubhash PlabitaBorthakur AadhyaAnand India 2021 TV-MA InternationalTVShows TVDramas From boardrooms to society's margins, five ambitious women from various walks of life navigate dreams, desires and disappointments in modern Mumbai. "
s1229,Bombay Rose,"Movie GitanjaliRao CyliKhare GargiShitole AmardeepJha AmitDeondi MakrandDeshpande India UnitedKingdom France Qatar 2021 PG-13 Dramas IndependentMovies InternationalMovies Amidst the bustle of a magnetic and multifaceted city, the budding love between two dreamers is tested. "
s1230,My Way,"TV Show Sherine AhmedFahmi BasselKhaiat SawsanBadr MahmoudElGendy Egypt 2015 TV-14 InternationalTVShows TVDramas In the 1970s, an aspiring singer struggles to prove herself in the face of challenges posed by her strict upbringing and romantic choices. "
s1231,Aelay,"Movie HalithaShameem P.Samuthirakani Manikandan MadhumathiPadmanathan AkalyadeviB. SINeelambari India 2021 TV-14 Comedies Dramas IndependentMovies A son stoically returns to his village upon his father’s death, recalling their chilly dynamic before a bizarre event disrupts his visit. "
s1232,City of Ghosts,"TV Show AugustNuñez BlueChapman KirikouS'haiMuldrow MichaelRen AngelChipagua UnitedStates 2021 TV-Y7 Kids'TV Meet the Ghost Club! Their adventures take them all around Los Angeles as they interview ghosts, solve problems and learn about their city's history. "
s1233,Dogwashers,"Movie CarlosMoreno ChristianTappan AndersonBallesteros JohnÁlexToro UlisesGonzález LeonorLópez Colombia 2021 TV-MA Comedies Dramas InternationalMovies When a narco past his prime refuses to pay a debt to an upstart, only a secret stash of money can save his men. But guess what the gardener just found? "
s1234,Fate of Alakada,"Movie KayodeKasum ToyinAbraham BrodaShaggi CalabarChic MuniratAntoinetteLecky KhafiKareem Nigeria 2020 TV-14 Comedies InternationalMovies Faking her way through any situation, a social media influencer poses as an event planner and is tasked with throwing an extravagant, star-studded bash. "
s1235,Nevenka: Breaking the Silence,"TV Show MaribelSánchez-Maroto Spain 2021 TV-MA Docuseries InternationalTVShows Spanish-LanguageTVShows Nevenka Fernández, the plaintiff in Spain's first successful lawsuit against a politician for sexual harassment, breaks her silence after 20 years. "
s1236,Pokémon Journeys: The Series,"TV Show IkueOtani SarahNatochenny ZenoRobinson JamesCarterCathcart MicheleKnotz 2021 TV-Y7 AnimeSeries Kids'TV TVAction&Adventure Young trainer Ash and his new friend Goh become research fellows at Professor Cerise's laboratory, traveling all over the world to learn about Pokémon. "
s1237,Sentinelle,"Movie JulienLeclercq OlgaKurylenko MarilynLima MichelNabokoff MartinSwabey CaroleWeyers France 2021 TV-MA Action&Adventure Dramas InternationalMovies Transferred home after a traumatizing combat mission, a highly trained French soldier uses her lethal skills to hunt down the man who hurt her sister. "
s1238,Mariposa,"Movie FajarBustomi AdhistyZara AnggaYunanda DanniaSalsabila AbunSungkar JuniorRoberts Indonesia 2020 TV-14 Comedies InternationalMovies RomanticMovies New student Acha falls for Iqbal, a high-achieving student who's torn between love and family pressure. "
s1239,Pacific Rim: The Black,"TV Show GideonAdlon CalumWorthy EricaLindbeck VictoriaGrace AndrewMcPhee UnitedStates Australia 2021 TV-14 AnimeSeries After Kaiju ravage Australia, two siblings pilot a Jaeger to search for their parents, encountering new creatures, seedy characters and chance allies. "
s1240,Parker,"Movie TaylorHackford JasonStatham JenniferLopez MichaelChiklis WendellPierce CliftonCollinsJr. UnitedStates 2013 R Action&Adventure Parker is a thief – but he has scruples. So when his crew double-crosses him, Parker teams up with an unlikely partner to even the score. "
s1241,Safe Haven,"Movie LasseHallström JoshDuhamel JulianneHough CobieSmulders DavidLyons NoahLomax UnitedStates 2013 PG-13 Dramas RomanticMovies When a mysterious woman arrives in a small North Carolina town, she begins a new life but remains haunted by a terrifying secret. "
s1242,Moxie,"Movie AmyPoehler HadleyRobinson LaurenTsai PatrickSchwarzenegger NicoHiraga SydneyPark UnitedStates 2021 PG-13 Comedies Dramas Music&Musicals Inspired by her mom's rebellious past and a confident new friend, a shy 16-year-old publishes an anonymous zine calling out sexism at her school. "
s1243,Murder Among the Mormons,TV Show JaredHess TylerMeasom UnitedStates 2021 TV-14 CrimeTVShows Docuseries High-stakes exploits turn deadly — and shake a global church to its core — in this extraordinary true crime story. 
s1244,Black or White,Movie MikeBinder KevinCostner OctaviaSpencer JillianEstell BillBurr MphoKoaho UnitedStates 2014 PG-13 Dramas A widowed lawyer struggles to retain custody of his biracial granddaughter when the girl's paternal grandmother questions his competence. 
s1245,Indoo Ki Jawani,"Movie AbirSengupta KiaraAdvani AdityaSeal MallikaDua RakeshBedi RajendraSethi India 2020 TV-14 Action&Adventure Comedies InternationalMovies A spirited but naive young woman seeks a one-night stand, but after discovering her date’s real identity, things quickly go from casual to complicated. "
s1246,Word Party,"TV Show VictorYerrid AliceDinnean AlonWilliams DonnaKimball JohnMunroCameron UnitedStates 2021 TV-Y Kids'TV Meet Bailey, Franny, Kip and Lulu. They're adorable baby animals, and they want you to join the party and help them learn! "
s1247,A Perfect Day For Arsenide,"TV Show SunnyLau WilfredLau HannaChan TerenceSiufay ChloeSo MartinWong 2019 TV-MA Classic&CultTV CrimeTVShows InternationalTVShows An eclectic group of people encounters zany situations in this anthology of surreal, offbeat tales from Hong Kong. Based on Mr. Pizza's hit novel. "
s1248,Banyuki,"Movie HidenoriInoue TakayaKamikawa IzumiInamori TaichiSaotome JunHashimoto ShokoTakada 2009 TV-PG Action&Adventure Dramas InternationalMovies In this stage performance filmed for the big screen, an innocent man seeks revenge after breaking free of the prison he was held in for ten years. "
s1249,Biggie: I Got a Story to Tell,"Movie EmmettMalloy TheNotoriousB.I.G. Sean""P.Diddy""Combs UnitedStates 2021 R Documentaries Music&Musicals Featuring rare footage and in-depth interviews, this documentary celebrates the life of The Notorious B.I.G. on his journey from hustler to rap king. "
s1250,Blanche Gardin: The All-Nighter,"Movie XavierMaingon Marc-AntoineHélard BlancheGardin 2021 TV-MA Stand-UpComedy With self-deprecating humor, French comic Blanche Gardin offers stream-of-consciousness observations on environmentalism, gender relations and herself. "
s1251,Connected,"Movie MiltonKremer HernánCattáneo RichardColeman 2021 TV-G Documentaries InternationalMovies Music&Musicals Argentine DJ Hernán Cattáneo, known for his house music innovations, invites a symphonic orchestra for a four-night run at Buenos Aires' Teatro Colón. "
s1252,Dances with Wolves,"Movie KevinCostner KevinCostner MaryMcDonnell RodneyGrant GrahamGreene Floyd""RedCrow""Westerman UnitedStates UnitedKingdom 1990 PG-13 Action&Adventure ClassicMovies Dramas On the frontier, a Civil War soldier bonds with a Sioux tribe and adapts to their way of life, becoming their ally amid growing threats. "
s1253,How to Be Really Bad,"Movie MarcoPetry EmmaBading JaninaFautz LudwigSimon SamuelFinzi EmilioSakraya Germany 2018 TV-14 Comedies InternationalMovies The devil's sassy (and bored) daughter makes a deal with her dad: If she can turn a good person evil, she gets to ditch hell and stay on Earth. "
s1254,LEGO Marvel Spider-Man: Vexed by Venom,"Movie AndrewDuncan KenCunningham RobbieDaymond BenPronsky JoshKeaton TaraStrong JenniferHale UnitedStates 2019 TV-Y Children&FamilyMovies Comedies When Green Goblin and Venom team up for a disastrous scheme, Spider-Man calls in a wall-crawling ally and must rely on his Spidey senses to stop them. "
s1255,Rain Man,"Movie BarryLevinson DustinHoffman TomCruise ValeriaGolino GeraldR.Molen JackMurdock UnitedStates 1988 R ClassicMovies Dramas Motivated by money, a selfish workaholic seeking a piece of his late father's inheritance takes a life-changing road trip with his estranged brother. "
s1256,Seven Souls in the Skull Castle 2011,"Movie HidenoriInoue ShunOguri MiraiMoriyama TaichiSaotome EikoKoike RyoKatsuji 2011 TV-14 Action&Adventure Dramas InternationalMovies In this cinematic distillation of the electrifying stage performance, seven spirited souls take on the dark threat growing in shadowy Skull Castle. "
s1257,Tenacious D in The Pick of Destiny,"Movie LiamLynch JackBlack KyleGass JRReed TroyGentile RonnieJamesDio UnitedStates Germany 2006 R Comedies CultMovies Music&Musicals Dreaming of being a rock god, Midwesterner JB heads to California, where he crosses paths with idler KG – giving rise to the musical duo Tenacious D. "
s1258,TIGER & BUNNY,"TV Show HiroakiHirata MasakazuMorita KojiYusa MinakoKotobuki YuhkoKaida Japan 2011 TV-14 AnimeSeries InternationalTVShows In an alternate New York City protected by a band of superheroes called NEXT, veteran Wild Tiger is forced to team up with rookie Barnaby Brooks Jr. "
s1259,Bigfoot Family,"Movie JérémieDegruson BenStassen JulesWojciechowski RogerCraigSmith GrantGeorge DavidLodge LindseyAlena Belgium France 2021 TV-Y7 Children&FamilyMovies Comedies Bigfoot’s now a big deal. So when he goes missing, his shy but tech-savvy teen son must take on an evil CEO to save his family and a wildlife preserve. "
s1260,Captain Fantastic,"Movie MattRoss ViggoMortensen FrankLangella GeorgeMacKay SamanthaIsler AnnaliseBasso UnitedStates 2016 R Comedies Dramas IndependentMovies A father raising his children off the grid begins to question his anti-establishment, utopian views when a tragic loss pulls them back into society. "
s1261,Crazy About Her,"Movie DanidelaOrden ÁlvaroCervantes SusanaAbaitua LuisZahera ClaraSegura AixaVillagrán Spain 2021 TV-MA Comedies InternationalMovies RomanticMovies After spending a wild night together, Adri discovers the only way to see Carla again is to become a patient at the psychiatric center where she resides. "
s1262,Fuga,"Movie PabloLarraín BenjamínVicuña GastónPauls AlfredoCastro FranciscaImboden HéctorNoguera Argentina Chile 2006 TV-MA Dramas IndependentMovies InternationalMovies A struggling music student discovers and tries to complete an unfinished symphony begun by a famous composer, whose career was ended by a past trauma. "
s1263,Ginny & Georgia - The Afterparty,"Movie DavidSpade LondonHughes FortuneFeimster BrianneHowey AntoniaGentry 2021 TV-MA Comedies Dramas Cast members of the hit Netflix show join the hosts to unpack the drama of Season 1, and Cristela Alonzo offers tips for being the new kid at school. "
s1264,No Escape,"Movie JohnErickDowdle OwenWilson LakeBell PierceBrosnan SterlingJerins ClaireGeare UnitedStates Thailand 2015 R Action&Adventure Soon after relocating to Southeast Asia, an American family lands in the midst of a violent coup that could cost them their lives. "
s1265,Our Idiot Brother,Movie JessePeretz PaulRudd ElizabethBanks ZooeyDeschanel EmilyMortimer KathrynHahn UnitedStates 2011 R Comedies Dramas IndependentMovies A seemingly clueless idealist relies on his exasperated sisters for shelter and support after his girlfriend dumps him and his dog is taken away. 
s1266,The Girl on the Train,Movie RibhuDasgupta ParineetiChopra AditiRaoHydari KirtiKulhari AvinashTiwary TotaRoyChowdhury India 2021 TV-MA InternationalMovies Thrillers A troubled divorcée fixates on a seemingly ideal couple from afar until a shocking observation sends her spiraling straight into a knotty murder case. 
s1267,Tony Manero,"Movie PabloLarraín AlfredoCastro PaolaLattus HéctorMorales AmparoNoguera ElsaPoblete Chile Brazil 2008 TV-MA Dramas IndependentMovies InternationalMovies Amid the violence of Pinochet's reign in 1978 Chile, emotionally dead Raúl finds escape in his obsession over the protagonist in ""Saturday Night Fever."" "
s1268,Who Am I,"Movie BaranboOdar TomSchilling ElyasM'Barek WotanWilkeMöhring AntoineMonotJr. HannahHerzsprung Germany 2014 TV-MA InternationalMovies Thrillers After his compatriots are murdered by Russian gangsters, a hacker confesses the history of his elite, fame-seeking group to a Europol investigator. "
s1269,El final del paraíso,"TV Show CarmenVillalobos CatherineSiachoque FabiánRíos GregorioPernía KimberlyReyes UnitedStates Colombia 2019 TV-MA CrimeTVShows InternationalTVShows Spanish-LanguageTVShows In Colombia, the DEA's new director targets a gang of dealers pushing a powerful drug while contending with an enemy who possesses a deep network. "
s1270,Geez & Ann,"Movie RizkiBalki Hanggini JuniorRoberts RoySungkono SheninaCinnamon AshiraZamita Indonesia 2021 TV-PG Dramas InternationalMovies RomanticMovies After falling for Geez, a heartthrob at school, Ann must confront family opposition, heartache and deception as their romance struggles. "
s1271,Sin senos sí hay paraíso,"TV Show CatherineSiachoque FabiánRíos CarolinaGaitán JuanPabloUrrego MajidaIssa UnitedStates Colombia 2018 TV-MA InternationalTVShows Spanish-LanguageTVShows TVDramas Born into a small town controlled by the mafia, an irate young woman seeks revenge on the forces that tore apart and wrongfully imprisoned her family. "
s1272,The Last Bastion,"TV Show GiovanniArce MayellaLloclla RodrigoPalacios PriscilaEspinoza MayraNájar 2018 TV-MA InternationalTVShows Spanish-LanguageTVShows TVDramas The Robles family, born and raised in the Americas, experiences the highs and lows of the revolutionary drive to Peru's independence. "
s1273,Age of Samurai: Battle for Japan,TV Show MasayoshiHaneda MasamiKosaka HideakiIto Hayate WilfredLee UnitedStates 2021 TV-MA Docuseries InternationalTVShows Dynamic reenactments and expert commentaries bring to life the tumultuous history and power struggles of a warring 16th-century feudal Japan. 
